Date,Open,High,Low,Close,Adj Close,Volume
2023-11-01,9.940000,9.940000,9.940000,9.940000,9.753221,0
2023-11-02,10.070000,10.070000,10.070000,10.070000,9.880778,0
2023-11-03,10.170000,10.170000,10.170000,10.170000,9.985842,0
2023-11-06,10.150000,10.150000,10.150000,10.150000,9.966203,0
2023-11-07,10.160000,10.160000,10.160000,10.160000,9.976021,0
2023-11-08,10.180000,10.180000,10.180000,10.180000,9.995661,0
2023-11-09,10.110000,10.110000,10.110000,10.110000,9.926927,0
2023-11-10,10.170000,10.170000,10.170000,10.170000,9.985842,0
2023-11-13,10.170000,10.170000,10.170000,10.170000,9.985842,0
2023-11-14,10.350000,10.350000,10.350000,10.350000,10.162582,0
2023-11-15,10.330000,10.330000,10.330000,10.330000,10.142944,0
2023-11-16,10.350000,10.350000,10.350000,10.350000,10.162582,0
2023-11-17,10.390000,10.390000,10.390000,10.390000,10.201858,0
2023-11-20,10.440000,10.440000,10.440000,10.440000,10.250952,0
2023-11-21,10.420000,10.420000,10.420000,10.420000,10.231314,0
2023-11-22,10.440000,10.440000,10.440000,10.440000,10.250952,0
2023-11-24,10.430000,10.430000,10.430000,10.430000,10.241133,0
2023-11-27,10.450000,10.450000,10.450000,10.450000,10.260771,0
2023-11-28,10.480000,10.480000,10.480000,10.480000,10.290227,0
2023-11-29,10.510000,10.510000,10.510000,10.510000,10.319686,0
2023-11-30,10.500000,10.500000,10.500000,10.500000,10.309865,0
2023-12-01,10.590000,10.590000,10.590000,10.590000,10.398235,0
2023-12-04,10.540000,10.540000,10.540000,10.540000,10.349140,0
2023-12-05,10.560000,10.560000,10.560000,10.560000,10.368778,0
2023-12-06,10.580000,10.580000,10.580000,10.580000,10.388416,0
2023-12-07,10.600000,10.600000,10.600000,10.600000,10.408054,0
2023-12-08,10.600000,10.600000,10.600000,10.600000,10.408054,0
2023-12-11,10.620000,10.620000,10.620000,10.620000,10.427694,0
2023-12-12,10.640000,10.640000,10.640000,10.640000,10.447331,0
2023-12-13,10.790000,10.790000,10.790000,10.790000,10.594614,0
2023-12-14,10.900000,10.900000,10.900000,10.900000,10.702621,0
2023-12-15,10.880000,10.880000,10.880000,10.880000,10.682985,0
2023-12-18,10.870000,10.870000,10.870000,10.870000,10.673165,0
2023-12-19,10.930000,10.930000,10.930000,10.930000,10.732080,0
2023-12-20,10.880000,10.880000,10.880000,10.880000,10.682985,0
2023-12-21,10.940000,10.940000,10.940000,10.940000,10.741898,0
2023-12-22,10.940000,10.940000,10.940000,10.940000,10.741898,0
2023-12-26,10.970000,10.970000,10.970000,10.970000,10.771355,0
2023-12-27,11.040000,11.040000,11.040000,11.040000,10.840088,0
2023-12-28,10.860000,10.860000,10.860000,10.860000,10.815191,0
2023-12-29,10.840000,10.840000,10.840000,10.840000,10.795274,0
2024-01-02,10.770000,10.770000,10.770000,10.770000,10.725563,0
2024-01-03,10.730000,10.730000,10.730000,10.730000,10.685726,0
2024-01-04,10.700000,10.700000,10.700000,10.700000,10.655850,0
2024-01-05,10.680000,10.680000,10.680000,10.680000,10.635933,0
2024-01-08,10.760000,10.760000,10.760000,10.760000,10.715603,0
2024-01-09,10.730000,10.730000,10.730000,10.730000,10.685726,0
2024-01-10,10.740000,10.740000,10.740000,10.740000,10.695685,0
2024-01-11,10.770000,10.770000,10.770000,10.770000,10.725563,0
2024-01-12,10.790000,10.790000,10.790000,10.790000,10.745480,0
2024-01-16,10.700000,10.700000,10.700000,10.700000,10.655850,0
2024-01-17,10.640000,10.640000,10.640000,10.640000,10.596100,0
2024-01-18,10.670000,10.670000,10.670000,10.670000,10.625975,0
2024-01-19,10.720000,10.720000,10.720000,10.720000,10.675770,0
2024-01-22,10.740000,10.740000,10.740000,10.740000,10.695685,0
2024-01-23,10.730000,10.730000,10.730000,10.730000,10.685726,0
2024-01-24,10.740000,10.740000,10.740000,10.740000,10.695685,0
2024-01-25,10.790000,10.790000,10.790000,10.790000,10.745480,0
2024-01-26,10.790000,10.790000,10.790000,10.790000,10.745480,0
2024-01-29,10.850000,10.850000,10.850000,10.850000,10.805231,0
2024-01-30,10.850000,10.850000,10.850000,10.850000,10.805231,0
2024-01-31,10.820000,10.820000,10.820000,10.820000,10.775354,0
2024-02-01,10.910000,10.910000,10.910000,10.910000,10.864985,0
2024-02-02,10.870000,10.870000,10.870000,10.870000,10.830112,0
2024-02-05,10.800000,10.800000,10.800000,10.800000,10.760369,0
2024-02-06,10.860000,10.860000,10.860000,10.860000,10.820148,0
2024-02-07,10.870000,10.870000,10.870000,10.870000,10.830112,0
2024-02-08,10.860000,10.860000,10.860000,10.860000,10.820148,0
2024-02-09,10.880000,10.880000,10.880000,10.880000,10.840077,0
2024-02-12,10.900000,10.900000,10.900000,10.900000,10.860003,0
2024-02-13,10.760000,10.760000,10.760000,10.760000,10.720516,0
2024-02-14,10.840000,10.840000,10.840000,10.840000,10.800222,0
2024-02-15,10.910000,10.910000,10.910000,10.910000,10.869967,0
2024-02-16,10.890000,10.890000,10.890000,10.890000,10.850039,0
2024-02-20,10.880000,10.880000,10.880000,10.880000,10.840077,0
2024-02-21,10.860000,10.860000,10.860000,10.860000,10.820148,0
2024-02-22,10.960000,10.960000,10.960000,10.960000,10.919784,0
2024-02-23,10.990000,10.990000,10.990000,10.990000,10.949673,0
2024-02-26,10.970000,10.970000,10.970000,10.970000,10.929746,0
2024-02-27,10.970000,10.970000,10.970000,10.970000,10.929746,0
2024-02-28,10.970000,10.970000,10.970000,10.970000,10.929746,0
2024-02-29,11.000000,11.000000,11.000000,11.000000,10.959635,0
2024-03-01,11.070000,11.070000,11.070000,11.070000,11.037406,0
2024-03-04,11.070000,11.070000,11.070000,11.070000,11.037406,0
2024-03-05,11.060000,11.060000,11.060000,11.060000,11.027435,0
2024-03-06,11.120000,11.120000,11.120000,11.120000,11.087259,0
2024-03-07,11.180000,11.180000,11.180000,11.180000,11.147082,0
2024-03-08,11.160000,11.160000,11.160000,11.160000,11.127141,0
2024-03-11,11.130000,11.130000,11.130000,11.130000,11.097229,0
2024-03-12,11.180000,11.180000,11.180000,11.180000,11.147082,0
2024-03-13,11.160000,11.160000,11.160000,11.160000,11.127141,0
2024-03-14,11.100000,11.100000,11.100000,11.100000,11.067319,0
2024-03-15,11.070000,11.070000,11.070000,11.070000,11.037406,0
2024-03-18,11.080000,11.080000,11.080000,11.080000,11.047378,0
2024-03-19,11.110000,11.110000,11.110000,11.110000,11.077288,0
2024-03-20,11.180000,11.180000,11.180000,11.180000,11.147082,0
2024-03-21,11.200000,11.200000,11.200000,11.200000,11.167024,0
2024-03-22,11.200000,11.200000,11.200000,11.200000,11.167024,0
2024-03-25,11.180000,11.180000,11.180000,11.180000,11.147082,0
2024-03-26,11.180000,11.180000,11.180000,11.180000,11.147082,0
2024-03-27,11.240000,11.240000,11.240000,11.240000,11.206905,0
2024-03-28,11.240000,11.240000,11.240000,11.240000,11.206905,0
2024-04-01,11.190000,11.190000,11.190000,11.190000,11.157053,0
2024-04-02,11.160000,11.160000,11.160000,11.160000,11.127141,0
2024-04-03,11.180000,11.180000,11.180000,11.180000,11.147082,0
2024-04-04,11.140000,11.140000,11.140000,11.140000,11.107201,0
2024-04-05,11.150000,11.150000,11.150000,11.150000,11.123161,0
2024-04-08,11.160000,11.160000,11.160000,11.160000,11.133137,0
2024-04-09,11.180000,11.180000,11.180000,11.180000,11.153090,0
2024-04-10,11.060000,11.060000,11.060000,11.060000,11.033378,0
2024-04-11,11.080000,11.080000,11.080000,11.080000,11.053330,0
2024-04-12,11.000000,11.000000,11.000000,11.000000,10.973522,0
2024-04-15,10.920000,10.920000,10.920000,10.920000,10.893715,0
2024-04-16,10.870000,10.870000,10.870000,10.870000,10.843835,0
2024-04-17,10.880000,10.880000,10.880000,10.880000,10.853812,0
2024-04-18,10.860000,10.860000,10.860000,10.860000,10.833858,0
2024-04-19,10.830000,10.830000,10.830000,10.830000,10.803932,0
2024-04-22,10.890000,10.890000,10.890000,10.890000,10.863788,0
2024-04-23,10.970000,10.970000,10.970000,10.970000,10.943595,0
2024-04-24,10.950000,10.950000,10.950000,10.950000,10.923642,0
2024-04-25,10.910000,10.910000,10.910000,10.910000,10.883739,0
2024-04-26,10.980000,10.980000,10.980000,10.980000,10.953570,0
2024-04-29,11.020000,11.020000,11.020000,11.020000,10.993475,0
2024-04-30,10.920000,10.920000,10.920000,10.920000,10.893715,0
2024-05-01,10.920000,10.920000,10.920000,10.920000,10.893715,0
2024-05-02,11.010000,11.010000,11.010000,11.010000,10.983500,0
2024-05-03,11.090000,11.090000,11.090000,11.090000,11.076385,0
2024-05-06,11.150000,11.150000,11.150000,11.150000,11.136311,0
2024-05-07,11.160000,11.160000,11.160000,11.160000,11.146298,0
2024-05-08,11.140000,11.140000,11.140000,11.140000,11.126324,0
2024-05-09,11.190000,11.190000,11.190000,11.190000,11.176262,0
2024-05-10,11.190000,11.190000,11.190000,11.190000,11.176262,0
2024-05-13,11.190000,11.190000,11.190000,11.190000,11.176262,0
2024-05-14,11.230000,11.230000,11.230000,11.230000,11.216212,0
2024-05-15,11.340000,11.340000,11.340000,11.340000,11.326078,0
2024-05-16,11.320000,11.320000,11.320000,11.320000,11.306102,0
2024-05-17,11.310000,11.310000,11.310000,11.310000,11.296115,0
2024-05-20,11.320000,11.320000,11.320000,11.320000,11.306102,0
2024-05-21,11.320000,11.320000,11.320000,11.320000,11.306102,0
2024-05-22,11.290000,11.290000,11.290000,11.290000,11.276139,0
2024-05-23,11.230000,11.230000,11.230000,11.230000,11.216212,0
2024-05-24,11.290000,11.290000,11.290000,11.290000,11.276139,0
2024-05-28,11.260000,11.260000,11.260000,11.260000,11.246176,0
2024-05-29,11.160000,11.160000,11.160000,11.160000,11.146298,0
2024-05-30,11.180000,11.180000,11.180000,11.180000,11.166274,0
2024-05-31,11.180000,11.180000,11.180000,11.180000,11.166274,0
2024-06-03,11.290000,11.290000,11.290000,11.290000,11.276139,0
2024-06-04,11.280000,11.280000,11.280000,11.280000,11.266151,0
2024-06-05,11.360000,11.360000,11.360000,11.360000,11.346053,0
2024-06-06,11.370000,11.370000,11.370000,11.370000,11.356040,0
2024-06-07,11.270000,11.270000,11.270000,11.270000,11.263099,0
2024-06-10,11.280000,11.280000,11.280000,11.280000,11.273091,0
2024-06-11,11.280000,11.280000,11.280000,11.280000,11.273091,0
2024-06-12,11.370000,11.370000,11.370000,11.370000,11.363036,0
2024-06-13,11.370000,11.370000,11.370000,11.370000,11.363036,0
2024-06-14,11.350000,11.350000,11.350000,11.350000,11.343049,0
2024-06-17,11.360000,11.360000,11.360000,11.360000,11.353043,0
2024-06-18,11.410000,11.410000,11.410000,11.410000,11.403012,0
2024-06-20,11.400000,11.400000,11.400000,11.400000,11.393018,0
2024-06-21,11.380000,11.380000,11.380000,11.380000,11.373031,0
2024-06-24,11.390000,11.390000,11.390000,11.390000,11.383024,0
2024-06-25,11.400000,11.400000,11.400000,11.400000,11.393018,0
2024-06-26,11.360000,11.360000,11.360000,11.360000,11.353043,0
2024-06-27,11.380000,11.380000,11.380000,11.380000,11.373031,0
2024-06-28,11.350000,11.350000,11.350000,11.350000,11.343049,0
2024-07-01,11.310000,11.310000,11.310000,11.310000,11.303074,0
2024-07-02,11.350000,11.350000,11.350000,11.350000,11.343049,0
2024-07-03,11.430000,11.430000,11.430000,11.430000,11.423000,0
2024-07-05,11.480000,11.480000,11.480000,11.480000,11.480000,0
2024-07-08,11.480000,11.480000,11.480000,11.480000,11.480000,0
2024-07-09,11.470000,11.470000,11.470000,11.470000,11.470000,0
2024-07-10,11.540000,11.540000,11.540000,11.540000,11.540000,0
2024-07-11,11.570000,11.570000,11.570000,11.570000,11.570000,0
2024-07-12,11.630000,11.630000,11.630000,11.630000,11.630000,0
2024-07-15,11.600000,11.600000,11.600000,11.600000,11.600000,0
2024-07-16,11.680000,11.680000,11.680000,11.680000,11.680000,0
2024-07-17,11.600000,11.600000,11.600000,11.600000,11.600000,0
2024-07-18,11.520000,11.520000,11.520000,11.520000,11.520000,0
2024-07-19,11.460000,11.460000,11.460000,11.460000,11.460000,0
2024-07-22,11.520000,11.520000,11.520000,11.520000,11.520000,0
2024-07-23,11.510000,11.510000,11.510000,11.510000,11.510000,0
2024-07-24,11.380000,11.380000,11.380000,11.380000,11.380000,0
2024-07-25,11.360000,11.360000,11.360000,11.360000,11.360000,0
2024-07-26,11.450000,11.450000,11.450000,11.450000,11.450000,0
2024-07-29,11.450000,11.450000,11.450000,11.450000,11.450000,0
2024-07-30,11.450000,11.450000,11.450000,11.450000,11.450000,0
2024-07-31,11.570000,11.570000,11.570000,11.570000,11.570000,0
2024-08-01,11.470000,11.470000,11.470000,11.470000,11.470000,0
2024-08-02,11.390000,11.390000,11.390000,11.390000,11.390000,0
2024-08-05,11.250000,11.250000,11.250000,11.250000,11.250000,0
2024-08-06,11.250000,11.250000,11.250000,11.250000,11.250000,0
2024-08-07,11.220000,11.220000,11.220000,11.220000,11.220000,0
2024-08-08,11.340000,11.340000,11.340000,11.340000,11.340000,0
2024-08-09,11.380000,11.380000,11.380000,11.380000,11.380000,0
2024-08-12,11.400000,11.400000,11.400000,11.400000,11.400000,0
2024-08-13,11.510000,11.510000,11.510000,11.510000,11.510000,0
2024-08-14,11.530000,11.530000,11.530000,11.530000,11.530000,0
2024-08-15,11.600000,11.600000,11.600000,11.600000,11.600000,0
2024-08-16,11.640000,11.640000,11.640000,11.640000,11.640000,0
